Filepath	C:\Chromel\data\Data\2023\2023 W36.SEQ\UV_VIS_3.CHL\4551.acd
Channel	UV_VIS_3

Sample Information:
Datasource	INDIA_local
Sequence	Data\2023\2023 W36.SEQ
Sample	dbco488_4
Sample Number	76
Sample Position	RC4
Sample ID	4551
Comment	JL0001_68h_1
QNT method	Method default
PGM file	5-100% positive extended MS-range 500-2000
Type	unknown
Status	finished
Date	9/5/2023
Time	3:53:21 PM
Injection Volume (µl)	12.00
Dilution Factor	1.000000
Amount	10.000000
Weight	10.000000

Raw Data Header Information:
Time Min. (min)	0.000
Time Max. (min)	3.000
Raw-Time Min. (min)	0.000
Raw-Time Max. (min)	3.000
Data Points	1801
Detector	DAD3000.dll
Preferred Read Mode	Unknown
Write Mode	Unknown
Data System	Chromeleon
Version High	06
Version Low	80
Build No.	3984
File Format Version	11
Generation Type	8
File ID	239054205
File Status	16
GUID	4fcdbb1e-4bf3-11ee-9d37-bcee7b8beccc
Signal Factor	0.000010
Signal Dimension	mAU
Signal Unit	Absorbance
Signal Min.	-5.53788
Signal Max.	73.177160
Channel Name	UV_VIS_3
Driver Name	DAD-3000(RS) Detector
Min. Step	10
Max. Step	10
Average Step	10

Signal Parameter Information:
Signal Info	WVL:280 nm
Wavelength	280.0 nm
Bandwidth	4 nm
RefWavelength	0.0 nm
RefBandwidth	1 nm
	 

















Raw Data:
Time(min)	Step(sec)	Value(mAU)
1.346667	0.10	-1.347410	
1.348333	0.10	-1.334540	
1.350000	0.10	-1.322560	
1.351667	0.10	-1.311080	
1.353333	0.10	-1.299960	
1.355000	0.10	-1.288340	
1.356667	0.10	-1.275510	
1.358333	0.10	-1.261780	
1.360000	0.10	-1.247870	
1.361667	0.10	-1.234540	
1.363333	0.10	-1.222190	
1.365000	0.10	-1.210390	
1.366667	0.10	-1.198220	
1.368333	0.10	-1.184760	
1.370000	0.10	-1.169180	
1.371667	0.10	-1.151010	
1.373333	0.10	-1.130970	
1.375000	0.10	-1.111170	
1.376667	0.10	-1.093350	
1.378333	0.10	-1.077340	
1.380000	0.10	-1.061390	
1.381667	0.10	-1.043500	
1.383333	0.10	-1.022380	
1.385000	0.10	-0.997660	
1.386667	0.10	-0.969710	
1.388333	0.10	-0.939900	
1.390000	0.10	-0.909680	
1.391667	0.10	-0.877990	
1.393333	0.10	-0.840990	
1.395000	0.10	-0.795600	
1.396667	0.10	-0.741720	
1.398333	0.10	-0.681160	
1.400000	0.10	-0.616280	
1.401667	0.10	-0.549650	
1.403333	0.10	-0.483460	
1.405000	0.10	-0.419110	
1.406667	0.10	-0.357800	
1.408333	0.10	-0.300930	
1.410000	0.10	-0.249570	
1.411667	0.10	-0.204300	
1.413333	0.10	-0.165630	
1.415000	0.10	-0.134070	
1.416667	0.10	-0.109720	
1.418333	0.10	-0.092070	
1.420000	0.10	-0.080460	
1.421667	0.10	-0.074510	
1.423333	0.10	-0.073290	
1.425000	0.10	-0.074650	
1.426667	0.10	-0.075910	
1.428333	0.10	-0.075170	
1.430000	0.10	-0.072110	
1.431667	0.10	-0.067090	
1.433333	0.10	-0.059700	
1.435000	0.10	-0.049030	
1.436667	0.10	-0.034780	
1.438333	0.10	-0.017160	
1.440000	0.10	0.003120	
1.441667	0.10	0.025210	
1.443333	0.10	0.049160	
1.445000	0.10	0.075900	
1.446667	0.10	0.105460	
1.448333	0.10	0.136520	
1.450000	0.10	0.168110	
1.451667	0.10	0.200670	
1.453333	0.10	0.235580	
1.455000	0.10	0.273900	
1.456667	0.10	0.315810	
1.458333	0.10	0.361280	
1.460000	0.10	0.410460	
1.461667	0.10	0.462770	
1.463333	0.10	0.516180	
1.465000	0.10	0.568330	
1.466667	0.10	0.618500	
1.468333	0.10	0.668090	
1.470000	0.10	0.719050	
1.471667	0.10	0.772970	
1.473333	0.10	0.831060	
1.475000	0.10	0.893450	
1.476667	0.10	0.958850	
1.478333	0.10	1.025990	
1.480000	0.10	1.095000	
1.481667	0.10	1.167880	
1.483333	0.10	1.248530	
1.485000	0.10	1.340920	
1.486667	0.10	1.447200	
1.488333	0.10	1.567740	
1.490000	0.10	1.701400	
1.491667	0.10	1.845240	
1.493333	0.10	1.996030	
1.495000	0.10	2.152460	
1.496667	0.10	2.314430	
1.498333	0.10	2.480510	
1.500000	0.10	2.646890	
1.501667	0.10	2.808450	
1.503333	0.10	2.960460	
1.505000	0.10	3.100010	
1.506667	0.10	3.226230	
1.508333	0.10	3.339430	
1.510000	0.10	3.441220	
1.511667	0.10	3.534230	
1.513333	0.10	3.620080	
1.515000	0.10	3.698460	
1.516667	0.10	3.768820	
1.518333	0.10	3.831870	
1.520000	0.10	3.889290	
1.521667	0.10	3.942880	
1.523333	0.10	3.994840	
1.525000	0.10	4.048280	
1.526667	0.10	4.105810	
1.528333	0.10	4.168500	
1.530000	0.10	4.237220	
1.531667	0.10	4.314140	
1.533333	0.10	4.402190	
1.535000	0.10	4.503330	
1.536667	0.10	4.617370	
1.538333	0.10	4.743400	
1.540000	0.10	4.881240	
1.541667	0.10	5.030480	
1.543333	0.10	5.189870	
1.545000	0.10	5.359310	
1.546667	0.10	5.540910	
1.548333	0.10	5.737170	
1.550000	0.10	5.949210	
1.551667	0.10	6.177010	
1.553333	0.10	6.420590	
1.555000	0.10	6.680600	
1.556667	0.10	6.957740	
1.558333	0.10	7.252210	
1.560000	0.10	7.564110	
1.561667	0.10	7.893590	
1.563333	0.10	8.240810	
1.565000	0.10	8.606360	
1.566667	0.10	8.991830	
1.568333	0.10	9.401660	
1.570000	0.10	9.847410	
1.571667	0.10	10.355060	
1.573333	0.10	10.973970	
1.575000	0.10	11.783040	
1.576667	0.10	12.888930	
1.578333	0.10	14.414660	
1.580000	0.10	16.478780	
1.581667	0.10	19.168060	
1.583333	0.10	22.512390	
1.585000	0.10	26.471650	
1.586667	0.10	30.942080	
1.588333	0.10	35.780000	
1.590000	0.10	40.830470	
1.591667	0.10	45.946740	
1.593333	0.10	50.994550	
1.595000	0.10	55.844190	
1.596667	0.10	60.360350	
1.598333	0.10	64.399500	
1.600000	0.10	67.817040	
1.601667	0.10	70.481020	
1.603333	0.10	72.287890	
1.605000	0.10	73.177160	
1.606667	0.10	73.141400	
1.608333	0.10	72.228060	
1.610000	0.10	70.531700	
1.611667	0.10	68.179230	
1.613333	0.10	65.314140	
1.615000	0.10	62.082930	
1.616667	0.10	58.623990	
1.618333	0.10	55.058970	
1.620000	0.10	51.487720	
1.621667	0.10	47.987910	
1.623333	0.10	44.616960	
1.625000	0.10	41.413630	
1.626667	0.10	38.400000	
1.628333	0.10	35.585940	
1.630000	0.10	32.974310	
1.631667	0.10	30.563860	
1.633333	0.10	28.349750	
1.635000	0.10	26.323970	
1.636667	0.10	24.476040	
1.638333	0.10	22.793480	
1.640000	0.10	21.262360	
1.641667	0.10	19.867890	
1.643333	0.10	18.595150	
1.645000	0.10	17.430970	
1.646667	0.10	16.365080	
1.648333	0.10	15.389200	
1.650000	0.10	14.495640	
1.651667	0.10	13.676830	
1.653333	0.10	12.924910	
1.655000	0.10	12.232020	
1.656667	0.10	11.591670	
1.658333	0.10	10.999430	
1.660000	0.10	10.451680	
1.661667	0.10	9.944690	
1.663333	0.10	9.474260	
1.665000	0.10	9.035940	
1.666667	0.10	8.625660	
1.668333	0.10	8.240760	
1.670000	0.10	7.880160	
1.671667	0.10	7.543140	
1.673333	0.10	7.228260	
1.675000	0.10	6.933840	
1.676667	0.10	6.658620	
1.678333	0.10	6.401480	
1.680000	0.10	6.161330	
1.681667	0.10	5.937050	
1.683333	0.10	5.726590	
1.685000	0.10	5.527160	
1.686667	0.10	5.336860	
1.688333	0.10	5.155220	
1.690000	0.10	4.982090	
1.691667	0.10	4.817220	
1.693333	0.10	4.660640	
1.695000	0.10	4.512930	
1.696667	0.10	4.375170	
1.698333	0.10	4.248000	
1.700000	0.10	4.130630	
1.701667	0.10	4.021150	
1.703333	0.10	3.917160	
1.705000	0.10	3.816340	
1.706667	0.10	3.717500	
1.708333	0.10	3.621360	
1.710000	0.10	3.529530	
1.711667	0.10	3.442120	
1.713333	0.10	3.357180	
1.715000	0.10	3.272750	
1.716667	0.10	3.188660	
1.718333	0.10	3.105730	
1.720000	0.10	3.023860	
1.721667	0.10	2.941830	
1.723333	0.10	2.859240	
1.725000	0.10	2.777540	
1.726667	0.10	2.698730	
1.728333	0.10	2.623800	
1.730000	0.10	2.552290	
1.731667	0.10	2.483380	
1.733333	0.10	2.417200	
1.735000	0.10	2.354480	
1.736667	0.10	2.295410	
1.738333	0.10	2.239570	
1.740000	0.10	2.186650	
1.741667	0.10	2.137280	
1.743333	0.10	2.093480	
1.745000	0.10	2.057520	
1.746667	0.10	2.030190	
1.748333	0.10	2.011130	
1.750000	0.10	1.999990	
1.751667	0.10	1.996570	
1.753333	0.10	2.000170	
1.755000	0.10	2.009500	
1.756667	0.10	2.023400	
1.758333	0.10	2.040790	
1.760000	0.10	2.059820	
1.761667	0.10	2.077490	
1.763333	0.10	2.090410	
1.765000	0.10	2.095360	
1.766667	0.10	2.090150	
1.768333	0.10	2.074240	
1.770000	0.10	2.048360	
1.771667	0.10	2.013750	
1.773333	0.10	1.972140	
1.775000	0.10	1.925400	
1.776667	0.10	1.875260	
1.778333	0.10	1.823470	
1.780000	0.10	1.771890	
1.781667	0.10	1.722660	
1.783333	0.10	1.677320	
1.785000	0.10	1.635300	
1.786667	0.10	1.594420	
1.788333	0.10	1.553370	
1.790000	0.10	1.512660	
1.791667	0.10	1.473450	
1.793333	0.10	1.436700	
1.795000	0.10	1.403450	
1.796667	0.10	1.374490	
1.798333	0.10	1.349420	
1.800000	0.10	1.326630	
1.801667	0.10	1.304670	
1.803333	0.10	1.283330	
1.805000	0.10	1.263800	
1.806667	0.10	1.247600	
1.808333	0.10	1.235610	
1.810000	0.10	1.227710	
1.811667	0.10	1.222070	
1.813333	0.10	1.215560	
1.815000	0.10	1.205960	
1.816667	0.10	1.193220	
1.818333	0.10	1.178830	
1.820000	0.10	1.164170	
1.821667	0.10	1.149970	
1.823333	0.10	1.137300	
1.825000	0.10	1.128050	
1.826667	0.10	1.123550	
1.828333	0.10	1.123400	
1.830000	0.10	1.125760	
1.831667	0.10	1.129230	
1.833333	0.10	1.133520	
1.835000	0.10	1.138170	
1.836667	0.10	1.141890	
1.838333	0.10	1.144370	
1.840000	0.10	1.147350	
1.841667	0.10	1.152740	
1.843333	0.10	1.160340	
1.845000	0.10	1.168110	
1.846667	0.10	1.174690	
1.848333	0.10	1.180840	
1.850000	0.10	1.188310	
1.851667	0.10	1.198180	
1.853333	0.10	1.210270	
1.855000	0.10	1.223410	
1.856667	0.10	1.236950	
1.858333	0.10	1.251690	
1.860000	0.10	1.268440	
1.861667	0.10	1.286630	
1.863333	0.10	1.305320	
1.865000	0.10	1.324570	
1.866667	0.10	1.345480	
1.868333	0.10	1.368380	
1.870000	0.10	1.391650	
1.871667	0.10	1.413240	
1.873333	0.10	1.433300	
1.875000	0.10	1.454300	
1.876667	0.10	1.478800	
1.878333	0.10	1.507470	
1.880000	0.10	1.538480	
1.881667	0.10	1.568890	
1.883333	0.10	1.596680	
1.885000	0.10	1.621120	
1.886667	0.10	1.641780	
1.888333	0.10	1.658340	
1.890000	0.10	1.671310	
1.891667	0.10	1.681740	
1.893333	0.10	1.690280	
1.895000	0.10	1.696460	
1.896667	0.10	1.698710	
1.898333	0.10	1.695240	
1.900000	0.10	1.685460	
1.901667	0.10	1.670640	
1.903333	0.10	1.653020	
1.905000	0.10	1.634960	
1.906667	0.10	1.618430	
1.908333	0.10	1.603920	
1.910000	0.10	1.589630	
1.911667	0.10	1.572850	
1.913333	0.10	1.552340	
1.915000	0.10	1.528490	
1.916667	0.10	1.502050	
1.918333	0.10	1.473650	
1.920000	0.10	1.443940	
1.921667	0.10	1.414120	
1.923333	0.10	1.386050	
1.925000	0.10	1.360980	
1.926667	0.10	1.338100	
1.928333	0.10	1.315220	
1.930000	0.10	1.290600	
1.931667	0.10	1.264240	
1.933333	0.10	1.237860	
1.935000	0.10	1.213830	
1.936667	0.10	1.194050	
1.938333	0.10	1.179520	
1.940000	0.10	1.169570	
1.941667	0.10	1.161890	
1.943333	0.10	1.154050	
1.945000	0.10	1.145160	
1.946667	0.10	1.136320	
1.948333	0.10	1.129720	
1.950000	0.10	1.126770	
1.951667	0.10	1.127290	
1.953333	0.10	1.130140	
1.955000	0.10	1.134270	
1.956667	0.10	1.138440	
1.958333	0.10	1.140760	
1.960000	0.10	1.139290	
1.961667	0.10	1.133730	
1.963333	0.10	1.126930	
1.965000	0.10	1.123250	
1.966667	0.10	1.124960	
1.968333	0.10	1.131270	
1.970000	0.10	1.139940	
1.971667	0.10	1.148790	
1.973333	0.10	1.156470	
1.975000	0.10	1.162780	
1.976667	0.10	1.168740	
1.978333	0.10	1.176490	
1.980000	0.10	1.188560	
1.981667	0.10	1.206580	
1.983333	0.10	1.230380	
1.985000	0.10	1.257460	
1.986667	0.10	1.283800	
1.988333	0.10	1.305920	
1.990000	0.10	1.322800	
1.991667	0.10	1.335290	
1.993333	0.10	1.343560	
1.995000	0.10	1.345880	
1.996667	0.10	1.340770	
1.998333	0.10	1.329770	
2.000000	0.10	1.316940	
2.001667	0.10	1.305860	
2.003333	0.10	1.297200	
2.005000	0.10	1.289330	
2.006667	0.10	1.280360	
2.008333	0.10	1.269480	
2.010000	0.10	1.256960	
2.011667	0.10	1.243530	
2.013333	0.10	1.230220	
2.015000	0.10	1.218590	
2.016667	0.10	1.210110	
2.018333	0.10	1.204950	
2.020000	0.10	1.201860	
2.021667	0.10	1.199300	
2.023333	0.10	1.196750	
2.025000	0.10	1.194920	
2.026667	0.10	1.194890	
2.028333	0.10	1.196890	
2.030000	0.10	1.200180	
2.031667	0.10	1.203650	
2.033333	0.10	1.206550	
2.035000	0.10	1.208340	
2.036667	0.10	1.208650	
2.038333	0.10	1.207530	
2.040000	0.10	1.205320	
2.041667	0.10	1.202720	
2.043333	0.10	1.200920	
2.045000	0.10	1.201120	
2.046667	0.10	1.203690	
2.048333	0.10	1.207900	
2.050000	0.10	1.212280	
2.051667	0.10	1.215960	
2.053333	0.10	1.219080	
2.055000	0.10	1.221570	
2.056667	0.10	1.222400	
2.058333	0.10	1.220810	
2.060000	0.10	1.217410	
2.061667	0.10	1.213970	
2.063333	0.10	1.212450	
2.065000	0.10	1.214320	
2.066667	0.10	1.220020	
2.068333	0.10	1.228630	
2.070000	0.10	1.238320	
2.071667	0.10	1.247210	
2.073333	0.10	1.253850	
2.075000	0.10	1.257370	
2.076667	0.10	1.258060	
2.078333	0.10	1.257780	
2.080000	0.10	1.259190	
2.081667	0.10	1.264380	
2.083333	0.10	1.274060	
2.085000	0.10	1.286810	
2.086667	0.10	1.299890	
2.088333	0.10	1.311220	
2.090000	0.10	1.320460	
2.091667	0.10	1.328290	
2.093333	0.10	1.335550	
2.095000	0.10	1.342890	
2.096667	0.10	1.350760	
2.098333	0.10	1.359540	
2.100000	0.10	1.369340	
2.101667	0.10	1.380020	
2.103333	0.10	1.390960	
2.105000	0.10	1.400790	
2.106667	0.10	1.408360	
2.108333	0.10	1.413590	
2.110000	0.10	1.417270	
2.111667	0.10	1.420050	
2.113333	0.10	1.422010	
2.115000	0.10	1.423370	
2.116667	0.10	1.425770	
2.118333	0.10	1.431130	
2.120000	0.10	1.438780	
2.121667	0.10	1.445270	
2.123333	0.10	1.448150	
2.125000	0.10	1.448260	
2.126667	0.10	1.447590	
2.128333	0.10	1.446780	
2.130000	0.10	1.445840	
2.131667	0.10	1.445800	
2.133333	0.10	1.447570	
2.135000	0.10	1.450350	
2.136667	0.10	1.452930	
2.138333	0.10	1.455570	
2.140000	0.10	1.459040	
2.141667	0.10	1.462940	
2.143333	0.10	1.466220	
2.145000	0.10	1.468140	
2.146667	0.10	1.468360	
2.148333	0.10	1.467410	
2.150000	0.10	1.467120	
2.151667	0.10	1.469460	
2.153333	0.10	1.475120	
2.155000	0.10	1.483130	
2.156667	0.10	1.491590	
2.158333	0.10	1.498350	
2.160000	0.10	1.502030	
2.161667	0.10	1.503130	
2.163333	0.10	1.503250	
2.165000	0.10	1.503180	
2.166667	0.10	1.502360	
2.168333	0.10	1.500050	
2.170000	0.10	1.496750	
2.171667	0.10	1.494280	
2.173333	0.10	1.494320	
2.175000	0.10	1.497150	
2.176667	0.10	1.501880	
2.178333	0.10	1.507150	
2.180000	0.10	1.511560	
2.181667	0.10	1.514120	
2.183333	0.10	1.514850	
2.185000	0.10	1.514900	
2.186667	0.10	1.515880	
2.188333	0.10	1.518930	
2.190000	0.10	1.524180	
2.191667	0.10	1.530800	
2.193333	0.10	1.537710	
2.195000	0.10	1.544040	
2.196667	0.10	1.549150	
2.198333	0.10	1.553110	
2.200000	0.10	1.556930	
2.201667	0.10	1.561520	
2.203333	0.10	1.566240	
2.205000	0.10	1.569540	
2.206667	0.10	1.570540	
2.208333	0.10	1.569760	
2.210000	0.10	1.568400	
2.211667	0.10	1.567080	
2.213333	0.10	1.565500	
2.215000	0.10	1.563230	
2.216667	0.10	1.560860	
2.218333	0.10	1.560360	
2.220000	0.10	1.563590	
2.221667	0.10	1.570380	
2.223333	0.10	1.578620	
2.225000	0.10	1.586150	
2.226667	0.10	1.592060	
2.228333	0.10	1.596630	
2.230000	0.10	1.600720	
2.231667	0.10	1.605410	
2.233333	0.10	1.611670	
2.235000	0.10	1.619870	
2.236667	0.10	1.629690	
2.238333	0.10	1.640150	
2.240000	0.10	1.649440	
2.241667	0.10	1.655910	
2.243333	0.10	1.659620	
2.245000	0.10	1.662080	
2.246667	0.10	1.664740	
2.248333	0.10	1.667960	
2.250000	0.10	1.671410	
2.251667	0.10	1.675260	
2.253333	0.10	1.680330	
2.255000	0.10	1.687360	
2.256667	0.10	1.696220	
2.258333	0.10	1.705130	
2.260000	0.10	1.711400	
2.261667	0.10	1.713720	
2.263333	0.10	1.713430	
2.265000	0.10	1.713700	
2.266667	0.10	1.717470	
2.268333	0.10	1.725280	
2.270000	0.10	1.735080	
2.271667	0.10	1.743780	
2.273333	0.10	1.748970	
2.275000	0.10	1.750460	
2.276667	0.10	1.750890	
2.278333	0.10	1.753200	
2.280000	0.10	1.757560	
2.281667	0.10	1.762200	
2.283333	0.10	1.766340	
2.285000	0.10	1.770640	
2.286667	0.10	1.775870	
2.288333	0.10	1.782350	
2.290000	0.10	1.789970	
2.291667	0.10	1.798140	
2.293333	0.10	1.805450	
2.295000	0.10	1.810220	
2.296667	0.10	1.811750	
2.298333	0.10	1.811240	
2.300000	0.10	1.811250	
2.301667	0.10	1.814040	
2.303333	0.10	1.820420	
2.305000	0.10	1.829900	
2.306667	0.10	1.840990	
2.308333	0.10	1.851870	
2.310000	0.10	1.861590	
2.311667	0.10	1.870690	
2.313333	0.10	1.879810	
2.315000	0.10	1.888000	
2.316667	0.10	1.893640	
2.318333	0.10	1.896670	
2.320000	0.10	1.898700	
2.321667	0.10	1.901420	
2.323333	0.10	1.905160	
2.325000	0.10	1.909130	
2.326667	0.10	1.912310	
2.328333	0.10	1.914360	
2.330000	0.10	1.915640	
2.331667	0.10	1.916840	
2.333333	0.10	1.918760	
2.335000	0.10	1.922090	
2.336667	0.10	1.926800	
2.338333	0.10	1.931780	
2.340000	0.10	1.935540	
2.341667	0.10	1.938010	
2.343333	0.10	1.940950	
2.345000	0.10	1.945950	
2.346667	0.10	1.952950	
2.348333	0.10	1.961100	
2.350000	0.10	1.969810	
2.351667	0.10	1.978430	
2.353333	0.10	1.986420	
2.355000	0.10	1.994040	
2.356667	0.10	2.001880	
2.358333	0.10	2.009540	
2.360000	0.10	2.016030	
2.361667	0.10	2.020510	
2.363333	0.10	2.022550	
2.365000	0.10	2.022830	
2.366667	0.10	2.023320	
2.368333	0.10	2.025760	
2.370000	0.10	2.030630	
2.371667	0.10	2.037470	
2.373333	0.10	2.045470	
2.375000	0.10	2.054190	
2.376667	0.10	2.063600	
2.378333	0.10	2.072810	
2.380000	0.10	2.080300	
2.381667	0.10	2.086010	
2.383333	0.10	2.092060	
2.385000	0.10	2.100700	
2.386667	0.10	2.112160	
2.388333	0.10	2.125230	
2.390000	0.10	2.139350	
2.391667	0.10	2.154860	
2.393333	0.10	2.171690	
2.395000	0.10	2.189220	
2.396667	0.10	2.207590	
2.398333	0.10	2.228510	
2.400000	0.10	2.254460	
2.401667	0.10	2.287910	
2.403333	0.10	2.331610	
2.405000	0.10	2.388720	
2.406667	0.10	2.463230	
2.408333	0.10	2.560200	
2.410000	0.10	2.685170	
2.411667	0.10	2.843110	
2.413333	0.10	3.036940	
2.415000	0.10	3.265330	
2.416667	0.10	3.522270	
2.418333	0.10	3.799170	
2.420000	0.10	4.086260	
2.421667	0.10	4.372640	
2.423333	0.10	4.645990	
2.425000	0.10	4.893360	
2.426667	0.10	5.103130	
2.428333	0.10	5.266750	
2.430000	0.10	5.378400	
2.431667	0.10	5.433900	
2.433333	0.10	5.431060	
2.435000	0.10	5.370780	
2.436667	0.10	5.257260	
2.438333	0.10	5.097910	
2.440000	0.10	4.902350	
2.441667	0.10	4.679770	
2.443333	0.10	4.436900	
2.445000	0.10	4.179630	
2.446667	0.10	3.916070	
2.448333	0.10	3.656250	
2.450000	0.10	3.409010	
2.451667	0.10	3.180260	
2.453333	0.10	2.974010	
2.455000	0.10	2.792830	
2.456667	0.10	2.636760	
2.458333	0.10	2.503740	
2.460000	0.10	2.391300	
2.461667	0.10	2.297460	
2.463333	0.10	2.220180	
2.465000	0.10	2.156950	
2.466667	0.10	2.105820	
2.468333	0.10	2.065740	
2.470000	0.10	2.034840	
2.471667	0.10	2.009620	
2.473333	0.10	1.987260	
2.475000	0.10	1.968500	
2.476667	0.10	1.957170	
2.478333	0.10	1.956340	
2.480000	0.10	1.965740	
2.481667	0.10	1.984050	
2.483333	0.10	2.012520	
2.485000	0.10	2.055260	
2.486667	0.10	2.116460	
2.488333	0.10	2.197760	
2.490000	0.10	2.298260	
2.491667	0.10	2.415450	
2.493333	0.10	2.544650	
2.495000	0.10	2.678720	
2.496667	0.10	2.809820	
2.498333	0.10	2.931500	
2.500000	0.10	3.038470	
2.501667	0.10	3.126090	
2.503333	0.10	3.191790	
2.505000	0.10	3.236200	
2.506667	0.10	3.260950	
2.508333	0.10	3.265930	
2.510000	0.10	3.249700	
2.511667	0.10	3.211790	
2.513333	0.10	3.152690	
2.515000	0.10	3.072480	
2.516667	0.10	2.971830	
2.518333	0.10	2.854390	
2.520000	0.10	2.726990	
2.521667	0.10	2.597860	
2.523333	0.10	2.474300	
2.525000	0.10	2.360970	
2.526667	0.10	2.259000	
2.528333	0.10	2.166890	
2.530000	0.10	2.083160	
2.531667	0.10	2.008340	
2.533333	0.10	1.944260	
2.535000	0.10	1.892450	
2.536667	0.10	1.853540	
2.538333	0.10	1.827680	
2.540000	0.10	1.814080	
2.541667	0.10	1.809250	
2.543333	0.10	1.806820	
2.545000	0.10	1.800690	
2.546667	0.10	1.788400	
2.548333	0.10	1.771920	
2.550000	0.10	1.755790	
2.551667	0.10	1.743690	
2.553333	0.10	1.736410	
2.555000	0.10	1.733090	
2.556667	0.10	1.732860	
2.558333	0.10	1.734800	
2.560000	0.10	1.737380	
2.561667	0.10	1.739260	
2.563333	0.10	1.739920	
2.565000	0.10	1.739280	
2.566667	0.10	1.738000	
2.568333	0.10	1.738030	
2.570000	0.10	1.740840	
2.571667	0.10	1.745710	
2.573333	0.10	1.751050	
2.575000	0.10	1.756360	
2.576667	0.10	1.762840	
2.578333	0.10	1.772410	
2.580000	0.10	1.785800	
2.581667	0.10	1.801460	
2.583333	0.10	1.816290	
2.585000	0.10	1.827420	
2.586667	0.10	1.833260	
2.588333	0.10	1.834290	
2.590000	0.10	1.832940	
2.591667	0.10	1.832030	
2.593333	0.10	1.833330	
2.595000	0.10	1.836680	
2.596667	0.10	1.840100	
2.598333	0.10	1.841540	
2.600000	0.10	1.840550	
2.601667	0.10	1.838020	
2.603333	0.10	1.835430	
2.605000	0.10	1.834360	
2.606667	0.10	1.835590	
2.608333	0.10	1.838610	
2.610000	0.10	1.842390	
2.611667	0.10	1.846550	
2.613333	0.10	1.852130	
2.615000	0.10	1.860050	
2.616667	0.10	1.869260	
2.618333	0.10	1.877250	
2.620000	0.10	1.882890	
2.621667	0.10	1.887200	
2.623333	0.10	1.891180	
2.625000	0.10	1.894490	
2.626667	0.10	1.896870	
2.628333	0.10	1.899490	
2.630000	0.10	1.904150	
2.631667	0.10	1.911690	
2.633333	0.10	1.921330	
2.635000	0.10	1.931390	
2.636667	0.10	1.940420	
2.638333	0.10	1.947810	
2.640000	0.10	1.953760	
2.641667	0.10	1.959330	
2.643333	0.10	1.966670	
2.645000	0.10	1.977430	
2.646667	0.10	1.990610	
2.648333	0.10	2.003670	
2.650000	0.10	2.015680	
2.651667	0.10	2.027820	
2.653333	0.10	2.041150	
2.655000	0.10	2.054990	
2.656667	0.10	2.067430	
2.658333	0.10	2.077110	
2.660000	0.10	2.083930	
2.661667	0.10	2.088420	
2.663333	0.10	2.091510	
2.665000	0.10	2.094250	
2.666667	0.10	2.096830	
2.668333	0.10	2.098640	
2.670000	0.10	2.099750	
2.671667	0.10	2.101630	
2.673333	0.10	2.105330	
2.675000	0.10	2.109230	
2.676667	0.10	2.109820	
2.678333	0.10	2.104760	
2.680000	0.10	2.095160	
2.681667	0.10	2.084820	
2.683333	0.10	2.077840	
2.685000	0.10	2.076570	
2.686667	0.10	2.080740	
2.688333	0.10	2.088090	
2.690000	0.10	2.096270	
2.691667	0.10	2.104370	
2.693333	0.10	2.113150	
2.695000	0.10	2.123920	
2.696667	0.10	2.137320	
2.698333	0.10	2.152730	
2.700000	0.10	2.168470	
2.701667	0.10	2.183090	
2.703333	0.10	2.196320	
2.705000	0.10	2.208300	
2.706667	0.10	2.218300	
2.708333	0.10	2.225290	
2.710000	0.10	2.229470	
2.711667	0.10	2.232790	
2.713333	0.10	2.237630	
2.715000	0.10	2.245190	
2.716667	0.10	2.255180	
2.718333	0.10	2.266550	
2.720000	0.10	2.278040	
2.721667	0.10	2.288570	
2.723333	0.10	2.298430	
2.725000	0.10	2.309520	
2.726667	0.10	2.323320	
2.728333	0.10	2.339380	
2.730000	0.10	2.355720	
2.731667	0.10	2.370550	
2.733333	0.10	2.383680	
2.735000	0.10	2.396040	
2.736667	0.10	2.408170	
2.738333	0.10	2.419900	
2.740000	0.10	2.430670	
2.741667	0.10	2.439740	
2.743333	0.10	2.446970	
2.745000	0.10	2.453600	
2.746667	0.10	2.461250	
2.748333	0.10	2.469810	
2.750000	0.10	2.477310	
2.751667	0.10	2.482250	
2.753333	0.10	2.485280	
2.755000	0.10	2.488210	
2.756667	0.10	2.491670	
2.758333	0.10	2.494060	
2.760000	0.10	2.493590	
2.761667	0.10	2.490840	
2.763333	0.10	2.488420	
2.765000	0.10	2.488760	
2.766667	0.10	2.492020	
2.768333	0.10	2.496430	
2.770000	0.10	2.500830	
2.771667	0.10	2.506270	
2.773333	0.10	2.514780	
2.775000	0.10	2.527300	
2.776667	0.10	2.542500	
2.778333	0.10	2.556780	
2.780000	0.10	2.566330	
2.781667	0.10	2.569970	
2.783333	0.10	2.569710	
2.785000	0.10	2.568610	
2.786667	0.10	2.568360	
2.788333	0.10	2.569000	
2.790000	0.10	2.570090	
2.791667	0.10	2.571520	
2.793333	0.10	2.573190	
2.795000	0.10	2.574940	
2.796667	0.10	2.577130	
2.798333	0.10	2.580760	
2.800000	0.10	2.586700	
2.801667	0.10	2.595270	
2.803333	0.10	2.606660	
2.805000	0.10	2.620520	
2.806667	0.10	2.634890	
2.808333	0.10	2.647780	
2.810000	0.10	2.659700	
2.811667	0.10	2.672280	
2.813333	0.10	2.685110	
